ticker,entry_date,exit_date,entry_price,exit_price,shares,commission,pnl_usd,pnl_pct,days_held,exit_reason,tier,consec_down,portfolio_val,experiment,trade_type
AEP,2004-11-19,2004-11-24,14.847889808426343,15.286510467529297,416.17329933301727,4.1617,178.38047386116872,2.954094250174403,5,profit_target,3,4,103114.31382742562,V36cv2_inverse,main
CCL,2004-11-19,2004-11-24,33.882828011872306,34.902008056640625,151.9770645949991,1.5198,153.37222085173892,3.007954484824011,5,profit_target,3,4,103267.68604827736,V36cv2_inverse,main
DCI,2004-11-19,2004-11-24,11.818489474963421,12.532469749450684,435.70819708645547,4.3571,306.72997618127323,6.041214285461572,5,profit_target,3,4,103574.41602445864,V36cv2_inverse,main
BC,2004-11-22,2004-11-24,34.96572567156649,36.49728012084961,147.17842851782908,1.4718,223.9399927498006,4.380159198379097,2,profit_target,2,5,103798.35601720844,V36cv2_inverse,main
GME,2004-11-22,2004-11-24,1.725331527102854,1.8078104257583618,2982.7314203016263,29.8273,216.18508832864052,4.780466673208304,2,profit_target,2,5,104014.54110553708,V36cv2_inverse,main
NSC,2004-11-22,2004-11-24,20.567779568143756,21.34780502319336,125.10345463584513,0.6255,96.9583618574233,3.792463121579443,2,partial_exit,1,6,104111.4994673945,V36cv2_inverse,main
PSA,2004-11-22,2004-11-24,24.796882279870093,25.452045440673828,207.53417700838597,2.0753,133.89340561353205,2.642119091461715,2,profit_target,3,4,104245.39287300804,V36cv2_inverse,main
SYNA,2004-11-22,2004-11-24,21.34666633605957,25.799999237060547,241.07748138797294,2.4108,1071.1875047416306,20.861959572011692,2,profit_target,3,4,105316.58037774966,V36cv2_inverse,main
WSM,2004-11-22,2004-11-24,11.439647993890263,11.721673965454102,449.8565479528019,4.4986,122.37266452121533,2.4653378470601885,2,profit_target,3,4,105438.95304227088,V36cv2_inverse,main
CHD,2004-11-17,2004-11-26,5.800818776987192,5.956042766571045,880.0146002286278,8.8001,127.79923113724038,2.6758979301275843,9,time_stop,3,4,105566.75227340811,V36cv2_inverse,main
JPM,2004-11-18,2004-11-26,21.61750200473253,21.328889846801758,238.20572517094,2.3821,-71.13112562475862,-1.335085607336074,8,time_stop,3,4,105495.62114778336,V36cv2_inverse,main
RMD,2004-11-18,2004-11-26,10.326392395543008,10.342974662780762,498.6652205511877,4.9867,3.282347743841134,0.160581417038834,8,time_stop,3,4,105498.90349552719,V36cv2_inverse,main
XRAY,2004-11-18,2004-11-26,21.274290247727393,21.188922882080078,242.04862683828634,2.4205,-23.08353990011732,-0.40127009951100073,8,time_stop,3,4,105475.81995562707,V36cv2_inverse,main
NSC,2004-11-22,2004-11-26,20.567779568143756,21.43517303466797,125.10345463584513,1.8766,106.63736737120263,4.217244081454804,4,profit_target,1,6,105582.45732299828,V36cv2_inverse,main
RYN,2004-11-23,2004-11-26,5.616312380904453,5.819281101226807,917.5096790096253,9.1751,177.05066864186122,3.613914372221366,3,profit_target,2,5,105759.50799164014,V36cv2_inverse,main
CNP,2004-11-24,2004-11-26,4.83870276452215,4.965691089630127,1064.9591885667974,10.6496,124.58779177877972,2.6244291349960136,2,profit_target,3,4,105884.09578341892,V36cv2_inverse,main
BAC,2004-11-19,2004-11-29,28.390138764465767,28.5008544921875,181.38033012599334,1.8138,18.26785194304751,0.38997952296136285,10,time_stop,3,4,105902.36363536197,V36cv2_inverse,main
D,2004-11-19,2004-11-29,13.796654083370354,13.808820724487305,373.23634486337886,3.7324,0.8086692111212443,0.08818544730794725,10,time_stop,3,4,105903.17230457309,V36cv2_inverse,main
ETD,2004-11-19,2004-11-29,17.674668160665103,17.14571762084961,291.3442388062231,2.9134,-157.020134776748,-2.992704219435762,10,time_stop,3,4,105746.15216979635,V36cv2_inverse,main
LOW,2004-11-19,2004-11-29,20.347086201813777,19.926790237426758,253.07863201378356,2.5308,-108.89871402811862,-2.0656322001995227,10,time_stop,3,4,105637.25345576822,V36cv2_inverse,main
USB,2004-11-19,2004-11-29,14.798009224581579,14.743606567382812,347.9801007873182,3.4798,-22.410843142997745,-0.36763497287456515,10,time_stop,3,4,105614.84261262523,V36cv2_inverse,main
BHE,2004-11-24,2004-11-29,19.922809238107423,20.347749710083008,310.37917845230197,3.1038,128.78888279839254,2.13293450184113,5,profit_target,3,4,105743.63149542363,V36cv2_inverse,main
ABT,2004-11-22,2004-11-30,12.645049984111841,12.365099906921387,488.36822909765283,4.8837,-141.60240572422995,-2.2139104040095057,8,time_stop,3,4,105602.0290896994,V36cv2_inverse,main
BBWI,2004-11-22,2004-11-30,7.578714126315124,6.989579200744629,679.0334706593325,6.7903,-406.8326679033543,-7.773547276639935,8,time_stop,3,4,105195.19642179605,V36cv2_inverse,main
ZION,2004-11-22,2004-11-30,43.581626111615996,43.97844314575195,118.08188485548571,1.1808,45.67608448498252,0.9105145207745963,8,time_stop,3,4,105240.87250628103,V36cv2_inverse,main
UNFI,2004-11-24,2004-11-30,26.399999618530273,28.1299991607666,195.19019107123398,1.9519,335.7270392915439,6.553028663765714,6,profit_target,3,4,105576.59954557256,V36cv2_inverse,main
PBI,2004-11-23,2004-12-01,15.34041805130727,15.811724662780762,335.91137820277993,3.3591,154.95813963411518,3.072319215142439,8,time_stop,2,5,105731.55768520667,V36cv2_inverse,main
CLX,2004-11-24,2004-12-02,29.927690288610258,30.73624610900879,172.18238093644473,1.7218,137.49724246687512,2.701698034833807,8,time_stop,3,4,105869.05492767355,V36cv2_inverse,main
T,2004-11-24,2004-12-02,4.289922103349082,4.429070949554443,1201.192200156394,12.0119,155.1325867210778,3.2436217454095457,8,time_stop,3,4,106024.18751439464,V36cv2_inverse,main
EG,2004-11-30,2004-12-02,53.90088193821721,56.51645278930664,98.09081752746654,0.9809,255.58257490909895,4.8525566874536015,2,profit_target,3,4,106279.77008930374,V36cv2_inverse,main
GE,2004-11-30,2004-12-02,100.74789742964168,102.5744857788086,26.239662115348555,0.35,47.579061105972066,1.813028753719181,2,partial_exit,1,6,106327.34915040972,V36cv2_inverse,main
EMR,2004-11-30,2004-12-06,18.859136194283984,19.40802764892578,280.35120592499214,2.8035,151.0788691715011,2.9104803580991203,6,profit_target,3,4,106478.42801958122,V36cv2_inverse,main
GE,2004-11-30,2004-12-08,100.74789742964168,101.91812896728516,26.239662115348555,0.7,30.006480144489547,1.1615443771029732,8,time_stop,1,6,106508.4344997257,V36cv2_inverse,main
BBY,2004-12-01,2004-12-09,20.863037575705746,21.2744140625,253.02307768575537,2.5302,101.55751399937796,1.9717957430766775,8,time_stop,3,4,106609.99201372507,V36cv2_inverse,main
GHC,2004-12-01,2004-12-09,424.67186633599437,426.92498779296875,12.430373650186878,0.7,27.307141589445045,0.530555856316544,8,time_stop,3,4,106637.29915531453,V36cv2_inverse,main
OKE,2004-12-02,2004-12-10,4.230339045780626,4.218094825744629,1249.6818404031253,12.4968,-27.798197832917236,-0.28943826732303707,8,time_stop,3,4,106609.5009574816,V36cv2_inverse,main
PCG,2004-12-02,2004-12-10,19.963025347519856,19.257234573364258,264.81847276305353,2.6482,-189.55461962976938,-3.535490046568938,8,time_stop,3,4,106419.94633785184,V36cv2_inverse,main
ALKS,2004-12-08,2004-12-10,13.569999694824219,14.010000228881836,470.7963024945101,4.708,202.4426615049908,3.2424505818186518,2,profit_target,3,4,106622.38899935683,V36cv2_inverse,main
CVS,2004-12-08,2004-12-10,14.45225007711212,14.766286849975586,442.05612600716063,4.4206,134.40131797574253,2.1729265075533273,2,profit_target,3,4,106756.79031733258,V36cv2_inverse,main
DIS,2004-12-08,2004-12-10,21.47308701382246,21.91730499267578,297.5215290219982,2.9752,129.18919699728153,2.068719688824305,2,profit_target,3,4,106885.97951432985,V36cv2_inverse,main
IART,2004-12-08,2004-12-10,15.004521369934082,15.375226020812988,354.8211415558436,3.5482,127.98563598935554,2.4706196335040764,2,profit_target,3,4,107013.96515031921,V36cv2_inverse,main
NVRI,2004-12-08,2004-12-10,18.179450073669493,18.827436447143555,292.85382007732187,2.9285,186.83674662915598,3.5643893013715724,2,profit_target,3,4,107200.80189694837,V36cv2_inverse,main
OLN,2004-12-08,2004-12-10,10.012838217134425,10.43302059173584,531.7095198710516,5.3171,218.09787345888637,4.196436270011635,2,profit_target,3,4,107418.89977040725,V36cv2_inverse,main
DTE,2004-12-03,2004-12-13,15.659252457592137,16.026123046875,339.5032727084575,3.395,121.15873299492775,2.342835906607992,10,time_stop,3,4,107540.05850340218,V36cv2_inverse,main
EIX,2004-12-03,2004-12-13,14.688270256078367,14.6694974899292,361.9464623698929,3.6195,-10.414200920287366,-0.12780787541268734,10,time_stop,3,4,107529.64430248189,V36cv2_inverse,main
NUE,2004-12-03,2004-12-13,13.750338906413264,14.17850399017334,386.6353763135897,3.8664,161.67741452078076,3.113851132501008,10,time_stop,3,4,107691.32171700266,V36cv2_inverse,main
BALL,2004-12-07,2004-12-13,8.707310797766965,9.086150169372559,611.4311897933411,6.1143,225.51989582343634,4.350819448212976,6,profit_target,3,4,107916.8416128261,V36cv2_inverse,main
PCAR,2004-12-08,2004-12-13,10.878701856686778,11.186640739440918,489.3894024411215,4.8939,145.80813179502394,2.8306583525391886,5,profit_target,3,4,108062.64974462113,V36cv2_inverse,main
TXT,2004-12-08,2004-12-13,31.897509263231175,32.5972785949707,166.9071198332103,1.6691,115.12741250992282,2.1938055600666124,5,profit_target,3,4,108177.77715713106,V36cv2_inverse,main
AGCO,2004-12-09,2004-12-13,16.434086561248883,17.2241153717041,388.85678532643107,3.8886,303.3194956956164,4.807257205995767,4,profit_target,2,5,108481.09665282667,V36cv2_inverse,main
AZTA,2004-12-10,2004-12-13,13.26493743752276,13.547840118408203,482.3421127656481,4.8234,131.63245567769363,2.132710253764111,3,profit_target,3,4,108612.72910850437,V36cv2_inverse,main
LMT,2004-12-10,2004-12-13,32.29222097253816,33.187870025634766,165.1129837833091,1.6511,146.2321577416428,2.773575264018786,3,profit_target,3,4,108758.96126624601,V36cv2_inverse,main
WOR,2004-12-10,2004-12-13,7.050594660225133,7.259306907653809,756.2291146652693,7.5623,150.2719869461336,2.9602077198692855,3,profit_target,3,4,108909.23325319214,V36cv2_inverse,main
ETD,2004-12-08,2004-12-14,16.19532800137149,16.685577392578125,394.4783137849292,3.9448,189.44797003943233,3.0271038114517905,6,profit_target,3,4,109098.68122323157,V36cv2_inverse,main
FBP,2004-12-08,2004-12-14,325.2414154735313,345.1345520019531,16.369137347492362,0.7,324.9334841061546,6.116421704615533,6,profit_target,3,4,109423.61470733772,V36cv2_inverse,main
R,2004-12-08,2004-12-14,30.36807315218107,31.50322723388672,175.3131117110962,1.7531,197.25426321825853,3.737985205769047,6,profit_target,3,4,109620.86897055598,V36cv2_inverse,main
TFX,2004-12-08,2004-12-14,38.40983132212183,39.50077819824219,138.60829943069268,1.3861,149.8282082739621,2.8402803099320915,6,profit_target,3,4,109770.69717882994,V36cv2_inverse,main
GWW,2004-12-09,2004-12-14,42.93944931055179,44.363731384277344,124.02165864939575,1.2402,175.4016085815506,3.3169546805891597,5,profit_target,3,4,109946.0987874115,V36cv2_inverse,main
ARW,2004-12-10,2004-12-14,24.219999313354492,24.799999237060547,264.17168169740586,2.6417,150.5778384128215,2.394714864365222,4,profit_target,3,4,110096.67662582432,V36cv2_inverse,main
T,2004-12-10,2004-12-14,4.293314029650346,4.403617858886719,1241.8995957302388,12.419,124.56728497884646,2.5692001208063564,4,profit_target,2,5,110221.24391080317,V36cv2_inverse,main
HLX,2004-12-07,2004-12-15,19.799999237060547,20.75,268.88492960212034,2.6888,252.75203896891426,4.797983836086691,8,time_stop,3,4,110473.99594977208,V36cv2_inverse,main
GATX,2004-12-10,2004-12-15,16.53274229903068,17.08149528503418,322.50336098678173,3.225,173.74964872779321,3.3191891343741156,5,profit_target,2,5,110647.74559849988,V36cv2_inverse,main
AMT,2004-12-13,2004-12-15,12.810243967061517,13.424434661865234,503.12343799201307,5.0312,303.9824995724295,4.79452769504595,2,profit_target,3,4,110951.72809807232,V36cv2_inverse,main
HBAN,2004-12-08,2004-12-16,11.057673551047824,11.0892972946167,481.46849121572836,4.8147,10.411151190542316,0.28598912260236586,8,time_stop,3,4,110962.13924926285,V36cv2_inverse,main
KEY,2004-12-08,2004-12-16,16.249587531285176,16.23975944519043,327.6342486065549,3.2763,-6.49636008895824,-0.060482065011337974,8,time_stop,3,4,110955.64288917389,V36cv2_inverse,main
KMT,2004-12-08,2004-12-16,15.778391729365476,15.768935203552246,337.41850831796796,3.3742,-6.564991916949948,-0.05993339483155185,8,time_stop,3,4,110949.07789725694,V36cv2_inverse,main
LHX,2004-12-08,2004-12-16,20.364312564631028,19.719953536987305,261.4338875462808,2.6143,-171.07162444790285,-3.1641580122024524,8,time_stop,3,4,110778.00627280904,V36cv2_inverse,main
LUV,2004-12-08,2004-12-16,13.43151883692603,13.440037727355957,396.3752324377864,3.9638,-0.5870751501032796,0.06342462481984837,8,time_stop,3,4,110777.41919765894,V36cv2_inverse,main
PGR,2004-12-08,2004-12-16,11.781470083957899,11.013338088989258,451.8893960634265,4.5189,-351.62959726400845,-6.519831476842258,8,time_stop,3,4,110425.78960039493,V36cv2_inverse,main
TFC,2004-12-08,2004-12-16,18.707359500129005,18.698471069335938,284.58967717717445,2.8459,-5.37545242178253,-0.04751301643081364,8,time_stop,3,4,110420.41414797315,V36cv2_inverse,main
USB,2004-12-08,2004-12-16,14.58038880674934,14.976052284240723,365.1426221579626,3.6514,140.82217344176172,2.713668906471325,8,time_stop,3,4,110561.23632141491,V36cv2_inverse,main
WY,2004-12-08,2004-12-16,11.833626458149231,11.980608940124512,449.8977063208498,4.499,61.628104446815854,1.2420747139103836,8,time_stop,3,4,110622.86442586173,V36cv2_inverse,main
PWR,2004-12-13,2004-12-16,7.443510412151159,7.796560764312744,721.5607544193883,7.2156,247.53167090955006,4.743062515036558,3,profit_target,2,5,110870.39609677128,V36cv2_inverse,main
ASB,2004-12-09,2004-12-17,17.040411314644736,17.051013946533203,312.51720552129825,3.1252,0.18833283374183196,0.06222051623457762,8,time_stop,3,4,110870.58442960502,V36cv2_inverse,main
FDS,2004-12-09,2004-12-17,26.736362011348913,27.113666534423828,199.18273558406253,1.9918,73.16071969846108,1.4112036742873213,8,time_stop,3,4,110943.74514930348,V36cv2_inverse,main
MTB,2004-12-09,2004-12-17,56.069165371648566,56.1446533203125,94.97950771493186,0.9498,6.2200131253611755,0.1346336228898183,8,time_stop,2,5,110949.96516242884,V36cv2_inverse,main
BA,2004-12-10,2004-12-20,36.840833760572146,37.25383758544922,144.72704370420638,1.4473,58.32555217594649,1.121049071693591,10,time_stop,3,4,111008.29071460478,V36cv2_inverse,main
GD,2004-12-10,2004-12-20,33.69559400743218,33.67984390258789,158.23626544733673,1.5824,-4.074600425437308,-0.04674232732271396,10,time_stop,3,4,111004.21611417935,V36cv2_inverse,main
GPC,2004-12-10,2004-12-20,22.180506695391767,22.273752212524414,240.38517383705567,2.4039,20.01098810708704,0.4203939901518126,10,time_stop,3,4,111024.22710228643,V36cv2_inverse,main
SCSC,2004-12-10,2004-12-20,32.10499954223633,30.875,166.07584593643406,1.6608,-205.9339729376892,-3.831177572882938,10,time_stop,2,5,110818.29312934873,V36cv2_inverse,main
CCI,2004-12-13,2004-12-21,10.019881105353813,9.995445251464844,536.0288143190207,5.3603,-18.45860993016701,-0.243873691035239,8,time_stop,2,5,110799.83451941857,V36cv2_inverse,main
VZ,2004-12-13,2004-12-21,12.565542137019518,12.56248950958252,427.4344019504696,4.2743,-5.579142002415802,-0.02429363893504639,8,time_stop,2,5,110794.25537741615,V36cv2_inverse,main
VFC,2004-12-14,2004-12-22,7.043083325518565,7.136903762817383,773.1644524110001,7.7316,64.80698250499088,1.3320932461339272,8,time_stop,3,4,110859.06235992114,V36cv2_inverse,main
HLIT,2004-12-15,2004-12-22,7.559999942779541,8.0600004196167,728.9764864090645,7.2898,357.19882594351776,6.613762971184969,7,profit_target,3,4,111216.26118586466,V36cv2_inverse,main
ALL,2004-12-15,2004-12-23,30.221703435155437,30.44843101501465,182.35445289723174,1.8235,39.52123925296764,0.7502144289969788,8,time_stop,3,4,111255.78242511762,V36cv2_inverse,main
ADP,2004-12-20,2004-12-23,21.174057926419373,21.638837814331055,314.39405393519945,3.1439,142.98009260874932,2.1950439992504465,3,profit_target,3,4,111398.76251772637,V36cv2_inverse,main
ITW,2004-12-20,2004-12-23,27.75099190539741,28.37441635131836,199.90270174964397,1.999,122.62520405887625,2.24649428044299,3,profit_target,3,4,111521.38772178524,V36cv2_inverse,main
MAN,2004-12-21,2004-12-23,29.192610396142186,30.317106246948242,189.80538503674447,1.8981,211.53731408409766,3.8519880050009467,2,profit_target,3,4,111732.92503586934,V36cv2_inverse,main
ITT,2004-12-17,2004-12-27,10.557611042024162,10.627860069274902,525.073312776233,5.2507,31.635156330092002,0.6653875291589854,10,time_stop,3,4,111764.56019219942,V36cv2_inverse,main
DIS,2004-12-20,2004-12-28,21.75865134404389,22.20287322998047,254.95597913700604,2.5496,110.70746609167762,2.041587407751617,8,time_stop,3,4,111875.26765829111,V36cv2_inverse,main
ECL,2004-12-20,2004-12-28,27.068389051505246,27.52281951904297,204.9437906173789,2.0494,91.08326468303486,1.6788234670081048,8,time_stop,3,4,111966.35092297415,V36cv2_inverse,main
GS,2004-12-20,2004-12-28,74.481426359424,75.47918701171875,74.48163292887217,0.7448,73.57002632580047,1.3396100223428373,8,time_stop,3,4,112039.92094929995,V36cv2_inverse,main
HON,2004-12-20,2004-12-28,19.822069258169073,20.11201286315918,279.86473994561425,2.7986,78.34634420999404,1.4627312679306443,8,time_stop,3,4,112118.26729350994,V36cv2_inverse,main
LMT,2004-12-20,2004-12-28,32.38563149337767,31.187801361083984,171.2950466707995,1.713,-206.89531888164532,-3.698646829037825,8,time_stop,3,4,111911.37197462829,V36cv2_inverse,main
SKYW,2004-12-20,2004-12-28,16.92904942688945,17.464557647705078,327.69106629873795,3.2769,172.20434922782607,3.163250382889475,8,time_stop,3,4,112083.57632385612,V36cv2_inverse,main
EBAY,2004-12-22,2004-12-28,21.217384437259774,21.682161331176758,261.0931043480806,2.6109,118.739111018563,2.1905475450630503,6,profit_target,3,4,112202.31543487468,V36cv2_inverse,main
LEG,2004-12-22,2004-12-28,11.650010659117697,11.98656177520752,475.51139058703257,4.7551,155.2787753096189,2.888848138747631,6,profit_target,3,4,112357.5942101843,V36cv2_inverse,main
INGR,2004-12-21,2004-12-29,16.9343029964391,17.10700035095215,392.6407593603987,3.9264,63.88161282193104,1.0198078689708223,8,time_stop,3,4,112421.47582300623,V36cv2_inverse,main
LNC,2004-12-21,2004-12-29,26.179050721792795,26.518672943115234,211.6545292398587,2.1165,69.7660360809975,1.2973053336869877,8,time_stop,3,4,112491.24185908723,V36cv2_inverse,main
UHS,2004-12-21,2004-12-29,20.452807596567514,19.98981285095215,270.91217820859663,2.7091,-128.14003681587963,-2.2637221976950834,8,time_stop,3,4,112363.10182227135,V36cv2_inverse,main
VRTX,2004-12-21,2004-12-29,10.869999885559082,10.850000381469727,509.7437640113139,5.0974,-15.29206013298086,-0.18398808003599923,8,time_stop,3,4,112347.80976213836,V36cv2_inverse,main
WM,2004-12-21,2004-12-29,16.866069793701172,17.13432502746582,328.5243523975429,3.2852,84.84313342580718,1.5905023342476114,8,time_stop,3,4,112432.65289556417,V36cv2_inverse,main
WAT,2004-12-27,2004-12-29,45.880001068115234,46.97999954223633,121.76648042137825,1.2177,132.72527785839833,2.3975554675510864,2,profit_target,3,4,112565.37817342256,V36cv2_inverse,main
AMD,2004-12-22,2004-12-30,21.780000686645508,21.950000762939453,305.218324750605,3.0522,48.83495524640698,0.7805329244006017,8,time_stop,3,4,112614.21312866897,V36cv2_inverse,main
D,2004-12-22,2004-12-30,14.238054275512695,14.27364730834961,389.0779359085797,3.8908,9.957684389827024,0.2499852307637899,8,time_stop,3,4,112624.1708130588,V36cv2_inverse,main
DOV,2004-12-22,2004-12-30,18.560225435398653,18.851980209350586,298.472278160226,2.9847,84.09598926395287,1.5719355078278783,8,time_stop,2,5,112708.26680232275,V36cv2_inverse,main
WTFC,2004-12-28,2005-01-05,44.9905359714975,42.350990295410156,124.2089672625869,1.2421,-329.0973321418616,-5.866890934039006,8,time_stop,2,5,112379.16947018089,V36cv2_inverse,main
SWKS,2004-12-29,2005-01-06,7.4597296714782715,6.899266242980957,753.0942752508533,7.5309,-429.612742241302,-7.513186846973895,8,time_stop,3,4,111949.55672793959,V36cv2_inverse,main
VRTX,2005-01-04,2005-01-06,10.15999984741211,10.520000457763672,332.8000053987139,3.328,116.48020501455318,3.5433131472266663,2,profit_target,3,4,112066.03693295414,V36cv2_inverse,main
FISV,2005-01-05,2005-01-07,9.805000305175781,10.024999618530273,344.8493522519135,3.4485,72.41812718364325,2.243746114300076,2,profit_target,3,4,112138.45506013779,V36cv2_inverse,main
NSC,2005-01-05,2005-01-07,22.14656583486456,22.751863479614258,152.6759511737347,1.5268,90.88763414364406,2.733144494108421,2,profit_target,3,4,112229.34269428143,V36cv2_inverse,main
TPR,2005-01-05,2005-01-07,17.41759743670652,17.859661102294922,194.1282669068875,1.9413,83.87577059411372,2.5380289514372465,2,profit_target,3,4,112313.21846487554,V36cv2_inverse,main
BIIB,2005-01-05,2005-01-10,64.91000366210938,66.81999969482422,62.50958829096702,0.7,118.69306564238526,2.9425295408353005,5,profit_target,3,4,112431.91153051791,V36cv2_inverse,main
EW,2005-01-05,2005-01-10,3.308332920074463,3.441667079925537,1022.0398266307426,10.2204,126.05242335184019,4.0302521865929135,5,profit_target,2,5,112557.96395386975,V36cv2_inverse,main
ADM,2005-01-06,2005-01-10,12.768860132816902,13.163399696350098,316.83721638777257,3.1684,121.83644490082658,3.0898573516299996,4,profit_target,3,4,112679.80039877057,V36cv2_inverse,main
AEE,2005-01-06,2005-01-10,20.33353105309444,20.80198860168457,198.9644636911614,1.9896,91.2167602803999,2.303867180603827,4,profit_target,3,4,112771.01715905097,V36cv2_inverse,main
BG,2005-01-06,2005-01-10,34.21339343403053,35.77724075317383,118.24755438910906,1.1825,183.7386453827686,4.570862934595112,4,profit_target,3,4,112954.75580443373,V36cv2_inverse,main
ADBE,2005-01-04,2005-01-12,31.09889880624707,29.484214782714844,130.4707806589138,1.3047,-211.9737928743148,-5.192093885999183,8,time_stop,3,4,112742.78201155942,V36cv2_inverse,main
AEP,2005-01-04,2005-01-12,14.787087731451528,14.600354194641113,274.3946393347953,2.7439,-53.982627878152506,-1.262814830084767,8,time_stop,3,4,112688.79938368127,V36cv2_inverse,main
BYD,2005-01-04,2005-01-12,36.319572187546065,34.81624984741211,111.71655833200946,1.1172,-169.0631634867081,-4.1391521143782715,8,time_stop,3,4,112519.73622019457,V36cv2_inverse,main
CBRL,2005-01-04,2005-01-12,20.075956963089634,19.678075790405273,202.10730737984113,2.0211,-82.43576554216821,-1.981878987964956,8,time_stop,3,4,112437.3004546524,V36cv2_inverse,main
FE,2005-01-04,2005-01-12,15.665199193802708,15.220124244689941,215.84455851715782,2.1584,-98.22545148346327,-2.84117005858976,8,time_stop,3,4,112339.07500316894,V36cv2_inverse,main
FMC,2005-01-04,2005-01-12,7.42641602074634,6.980457782745361,455.300106353303,4.553,-207.5978342545104,-6.005026337807575,8,time_stop,3,4,112131.47716891443,V36cv2_inverse,main
GL,2005-01-04,2005-01-12,20.59610489659433,20.035606384277344,164.16929419643753,1.6417,-93.65833810719724,-2.721381130709173,8,time_stop,3,4,112037.81883080723,V36cv2_inverse,main
GPN,2005-01-04,2005-01-12,13.416956216493839,13.26818561553955,252.0130459927282,2.5201,-40.01226276058607,-1.1088252697090872,8,time_stop,3,4,111997.80656804664,V36cv2_inverse,main
