date,Baseline_V7.4,Idea_N_PDBC_Commod,Idea_O_HYG_Credit,Idea_P_WiderPut,Idea_Q_ZROZ_Panic,Idea_R_SPY_Call,Idea_S_DBMF_MgdFut,Idea_T_USMV_LateCyc,N+O+P+Q,P+Q+S,N+P+Q+S,All_7_combined
2007-06-30,311414.17435509415,311414.17435509415,311237.3669782026,311414.17435509415,311414.1743550942,295164.3561212948,311031.4484436497,311414.17435509415,311237.36697820254,311031.44844364945,311031.44844364957,294634.2523565329
2007-07-31,303255.6397394387,303255.63973943866,303083.463982232,303255.6397394387,303255.6397394388,287431.5057799609,303417.11715716484,303255.6397394387,303083.4639822319,303417.1171571646,303417.1171571647,287421.304044213
2007-08-31,302798.01898185554,302798.0189818554,303416.8030411459,302798.01898185554,302798.01898185554,286997.7601535645,303037.6853009986,302798.01898185554,303416.8030411459,303037.6853009984,303037.6853009985,287811.9164162132
2007-09-30,320015.8529201984,320015.8529201983,321253.6765746603,320015.8529201984,320015.8529201984,303317.152589598,320052.41750258,320015.8529201984,321253.6765746603,320052.41750257974,320052.41750257986,304525.2139112888
2007-10-31,332207.8240352978,332207.8240352977,333773.4707235776,332207.8240352978,332207.8240352978,314872.93045363476,332345.58427805704,332207.8240352978,333773.4707235776,332345.5842780568,332345.5842780569,316488.1241927752
2007-11-30,312151.6193061006,312151.6193061005,313725.6734010284,312151.6193061006,312151.6193061006,295863.27397145575,313027.29149855213,312151.6193061006,313725.6734010284,313027.2914985519,313027.291498552,298189.4009117802
2007-12-31,322796.63273272966,322796.63273272954,324789.8353415993,322796.63273272966,322796.63273272966,305952.8256296307,323709.1364854077,322796.63273272966,324789.8353415993,323709.1364854075,323709.1364854076,308712.29569133
2008-01-31,352191.4122663517,352191.4122663516,354316.30416800844,352191.4122663517,352191.4122663517,333813.75778342615,353735.72777592024,352191.4122663517,354316.30416800844,353735.72777592,353735.7277759201,337300.54183389846
2008-02-29,356394.14478956757,356394.14478956745,358545.0009200484,356394.14478956757,356394.14478956757,337797.1836867935,358097.0761235824,356394.14478956757,358545.0009200484,358097.07612358214,358097.07612358226,341459.8295288305
2008-03-31,362069.5216219545,362069.5216219544,364254.6315262518,362069.5216219545,362069.5216219545,343176.4119292377,364086.1888104609,362069.5216219545,364254.6315262518,364086.1888104607,364086.1888104608,347170.6830361295
2008-04-30,367491.83242467634,367491.8324246762,369709.6627417696,367491.83242467634,367491.83242467634,348315.78157637164,368908.0403262761,367491.83242467634,369709.6627417696,368908.04032627586,368908.040326276,351768.5134815898
2008-05-31,374426.56324642914,374426.563246429,376626.2383440794,374426.56324642914,374426.56324642914,354888.6567115986,375444.0641734402,374426.56324642914,376626.2383440794,375444.06417344,375444.0641734401,357943.84777643206
2008-06-30,376917.89905328857,376917.89905328845,379131.84130974073,376917.89905328857,376917.89905328857,357249.98402072047,378892.4374526712,376917.89905328857,379131.84130974073,378892.43745267094,378892.43745267106,361231.1389350796
2008-07-31,402825.05088509177,402825.05088509165,405195.320706559,402825.05088509177,402825.05088509177,381805.2894670933,404890.9955814427,402825.05088509177,405195.320706559,404890.9955814425,404890.9955814426,386021.77389713196
2008-08-31,403951.3610685323,403951.36106853216,406328.23839504254,403951.3610685323,403951.3610685323,382872.8250751451,406219.4785543999,403951.3610685323,406328.23839504254,406219.4785543997,406219.4785543998,387288.3272637902
2008-09-30,411635.9146684538,411635.9146684537,414058.00759338064,411635.9146684538,411635.9146684538,390156.3893150591,414865.38168398733,411635.9146684538,414058.00759338064,414865.3816839871,414865.3816839872,395531.30954708817
2008-10-31,467008.1323153735,467008.1323153734,469756.04030085966,467008.1323153735,467008.1323153735,442639.2422633581,471288.7231799609,467008.1323153735,469756.04030085966,471288.7231799607,471288.7231799608,449325.12994463946
2008-11-30,490439.9380558263,490439.9380558262,493325.71161274734,490439.9380558263,490439.9380558263,464848.3578708893,497477.06602401624,490439.9380558263,493325.71161274734,497477.066024016,497477.0660240161,474293.01586502267
2008-12-31,517795.74027065927,517795.74027065915,520842.477913778,517795.74027065927,517795.74027065927,490776.7117101896,527050.6166120184,517795.74027065927,520842.477913778,527050.6166120182,527050.6166120183,502488.34683927713
2009-01-31,598053.9352300745,598053.9352300743,601572.9119049044,605775.6409300745,598053.9352300745,566846.9676484168,607029.994166458,598053.9352300745,609340.0519049045,614836.3188664579,614836.3188664579,586182.9402697232
2009-02-28,607278.4551240029,607278.4551240028,610851.7066121106,614951.2817543431,607278.4551240029,575590.1458578878,617489.4378176939,607278.4551240029,618569.6798260583,625260.1337308921,625260.1337308921,596120.968784053
2009-03-31,632713.4035647883,632713.4035647882,636436.3091979633,640707.5893847113,632713.4035647883,599697.875640168,643040.4801228101,632713.4035647883,644477.5355178193,651132.7254856997,651132.7254856997,620787.8136042831
2009-04-30,646264.7217043287,646264.7217043285,650067.3641782919,654430.1247756904,646264.7217043287,612542.0769994906,654185.3672375082,646264.7217043287,658280.8161349715,662417.8698967724,662417.8698967724,631547.031086942
2009-05-31,706883.140518803,706883.1405188029,711309.3756695434,715831.8636086322,706883.140518803,669997.381365078,714154.4327865111,706883.140518803,720314.1253663952,723159.1948322034,723159.1948322034,689716.4120353373
2009-06-30,668043.2233537068,668043.2233537066,673857.9378570953,676500.2563724671,668043.2233537068,633184.1664445412,675217.1329573516,668043.2233537068,682388.5735044042,683730.9380113522,683730.9380113522,653694.263188056
2009-07-31,741008.3191023555,741008.3191023554,750989.0167159114,750389.0525085884,741008.3191023555,702341.8883035094,748068.8287465207,741008.3191023555,760496.0806600365,757501.2137826629,757501.2137826629,727644.8871061917
2009-08-31,755434.3750664602,755434.3750664601,765372.2638422599,764997.7374006015,755434.3750664602,716015.1826248805,762651.8726625534,755434.3750664602,775061.409366704,772268.1383766282,772268.1383766282,741599.9271510029
2009-09-30,865364.8159998734,865364.8159998733,879652.635374702,876319.8311293342,865364.8159998734,820209.3578881613,873677.867052189,865364.8159998734,890788.5077902414,884694.0622422791,884694.0622422791,852374.9281387513
2009-10-31,778420.1998532069,778420.1998532068,793170.5704647629,788274.5476047805,778420.1998532069,737801.5824616704,785738.7846949577,778420.1998532069,803211.6237834151,795646.157721455,795646.157721455,768418.8437275834
2009-11-30,786295.6882027348,786295.6882027347,801140.3144271781,796249.724565625,788600.9431678603,745266.119651644,793075.7933298683,786295.6882027348,813660.77187578,805430.1183447653,805430.1183447653,777814.5952847345
2009-12-31,946380.7212849688,946380.7212849688,965663.885851327,958361.3421079756,944205.9533667885,896997.7843211595,952432.527154013,946380.7212849688,975641.3490359549,962225.643880954,962225.643880954,930598.84529218
2010-01-31,905664.1458399285,905664.1458399285,924776.1309749922,917129.3175911343,903442.1203599444,858405.8273940189,912928.2428962132,905664.1458399285,934185.49773032,922171.4412532409,922171.4412532409,892496.6060408121
2010-02-28,866281.092221421,866281.092221421,885826.9173215126,877247.7100399286,862453.5972648134,821077.7801833001,872650.5699659227,866281.092221421,893077.4644993328,879749.7852895369,879749.785289537,852657.5765506725
2010-03-31,946915.7913865282,946915.7913865282,969508.192620125,958903.1931302877,942721.1049458898,897504.8948051124,952185.5641101957,946915.7913865282,977432.3557997219,959920.6918317166,959920.6918317167,931538.7437442406
2010-04-30,1041775.8079288789,1041775.8079288789,1068559.0364465278,1054964.0818415075,1039381.4827607148,987415.0337707067,1048316.0360499878,1041775.8079288789,1079599.2836556393,1059094.7756536014,1059094.7756536016,1029637.9098328606
2010-05-31,991498.2539179401,991498.2539179404,1016966.7443051705,1004050.0348529014,995209.2924436949,939761.0033049933,1000975.4015874139,991498.2539179401,1033695.5375089432,1017390.0328194697,1017390.0328194698,989071.7844245884
2010-06-30,1003660.5165743484,1003660.5165743488,1030752.6033786951,1016366.2637199885,1013373.2488672395,951288.629749634,1016108.6384036919,1003660.5165743484,1053902.6747219379,1038877.0487082795,1038877.0487082795,1011247.2346130675
2010-07-31,1015181.8724966594,1015181.8724966598,1042426.4946702652,1028033.4722709282,1023065.6886272145,962208.7973002892,1026081.8678798005,1015181.8724966594,1063821.0301737012,1047087.868266338,1047087.8682663384,1019084.7589818302
2010-08-31,1020245.6489677379,1020245.6489677384,1047783.6694356314,1033161.3489779168,1036661.2033905244,967008.3392064967,1034621.1417176708,1020245.6489677379,1078120.5995238428,1064523.149118167,1064523.1491181676,1036210.0293350545
2010-09-30,1057731.8790232637,1057731.8790232642,1087094.0850023953,1071122.1308844613,1071403.1068013597,1002538.5019333529,1070013.0232867252,1057731.8790232637,1115085.2088174,1097508.9483328243,1097508.9483328245,1069117.4183694946
2010-10-31,1087282.713833025,1087282.7138330254,1118423.0902926475,1101047.0620104233,1099729.7711424339,1030547.3474797728,1097603.413889489,1087282.713833025,1145547.858211461,1124166.529839209,1124166.5298392093,1096024.0578324888
2010-11-30,1225801.382727545,1225801.3827275455,1261506.3849286195,1241319.2935247466,1246135.2430083319,1161837.9950237556,1236882.2236069127,1225801.382727545,1298668.0395927678,1273254.197134332,1273254.1971343323,1241967.5339248918
2010-12-31,1343947.9628827397,1343947.96288274,1384971.210893548,1360961.5316599857,1363773.3055002454,1273819.5789689203,1352855.7934120132,1343947.9628827397,1423194.0190552834,1390122.0539496003,1390122.0539496006,1357803.7538596562
2011-01-31,1440084.4207045136,1440084.4207045138,1485243.0650628353,1458315.0339305329,1461327.8985598395,1364939.4992172,1447652.9293482406,1440084.4207045136,1526233.186313268,1487530.4884390975,1487530.4884390978,1454123.2430537278
2011-02-28,1625477.748396262,1625477.7483962623,1677502.8322191497,1646055.3337953663,1654394.3248844247,1540658.8349842639,1633789.4296591089,1625477.748396262,1728959.8075210105,1683820.4192053003,1683820.4192053005,1647038.5197262706
2011-03-31,1912020.5936172546,1912020.5936172549,1973584.005854556,1936225.6524492593,1950023.8020197488,1812249.6187321206,1921888.0110014013,1912020.5936172546,2038292.9280677342,1984801.6883035775,1984801.6883035777,1941806.3774019852
2011-04-30,1941605.764454482,1941605.7644544821,2004495.031945496,1966185.3550196688,1980197.3259333903,1840291.0082743985,1951881.1765818214,1941605.764454482,2070217.7845266878,2015777.0154844685,2015777.015484469,1972478.0236257534
2011-05-31,2300862.908754074,2300862.908754074,2375502.9837004025,2329990.492061774,2346556.8690323844,2180801.790565108,2316052.9515731493,2300862.908754074,2453350.2753603584,2391831.22157083,2391831.2215708303,2340567.263716224
2011-06-30,2046340.9847513135,2046340.984751314,2114873.3050587308,2072246.4673226078,2086609.5735239852,1939561.0506323369,2059415.1250677425,2046340.9847513135,2183791.572349926,2126418.770581347,2126418.7705813474,2082959.8549137358
2011-07-31,2079171.3618029342,2079171.361802935,2150868.3992835768,2105492.46232894,2122549.8997663097,1970678.3166585902,2096081.913225005,2079171.3618029342,2223540.7782887095,2166793.7395610507,2166793.739561051,2124549.549816301
2011-08-31,1902317.4088238396,1902317.4088238403,1967494.372007507,1926399.6416903688,1965063.4724696681,1803052.7560518242,1925661.7154732936,1902317.4088238396,2058124.2162691015,2014253.3017648472,2014253.301764847,1974566.4028471091
2011-09-30,1980827.5656861775,1980827.5656861782,2048712.7691603831,2005903.6919682024,2075269.3109756613,1877466.1787971957,2015469.5745426782,1980827.5656861775,2173568.2787285284,2138181.7580707725,2138181.7580707725,2096071.4082466115
2011-10-31,2078488.5314687898,2078488.5314687907,2150980.0145158377,2104800.9872359526,2169293.3714987724,1970031.106696212,2107817.104819442,2078488.5314687898,2273376.9456070005,2227637.3979194164,2227637.3979194164,2185044.5386049696
2011-11-30,2102463.065679535,2102463.065679536,2177454.49725315,2129079.0276619303,2199266.2045334126,1992754.6346951292,2133536.075853103,2102463.065679535,2306550.3306063097,2259905.7723294897,2259905.7723294897,2218390.9915553075
2011-12-31,2128541.0165173733,2128541.0165173747,2207710.361062431,2155487.1029627346,2234339.780678918,2017471.8156359359,2161782.737374185,2128541.0165173733,2346787.26216658,2297841.9215244055,2297841.9215244055,2258953.4440985043
2012-01-31,2206927.4572980334,2206927.457298035,2290731.4283259436,2234865.8646229543,2313176.248683632,2091767.976803464,2239204.201567599,2206927.4572980334,2431416.0402279347,2376595.530752265,2376595.530752265,2338128.934020126
2012-02-29,2418938.536873534,2418938.5368735353,2513296.321266497,2449560.884244571,2534633.946563988,2292716.127524281,2450399.903938752,2418938.536873534,2666849.7407322987,2599969.7308754176,2599969.7308754176,2560437.7189765964
2012-03-31,2679247.714229786,2679247.7142297872,2783721.654773856,2713165.425988148,2807393.452668883,2539442.140783306,2709021.3346785284,2679247.714229786,2953797.1074451846,2874377.140386925,2874377.140386925,2830634.200300579
2012-04-30,2412158.9363474967,2412158.936347498,2507270.3724591397,2442695.4582748907,2527667.294003125,2286290.2964276196,2443474.7872432955,2412158.9363474967,2660600.0809206422,2592761.7707074904,2592761.7707074904,2554376.6235034014
2012-05-31,1910914.0987097668,1910914.0987097682,1986590.7959123012,1935105.1498590414,2017054.6061670475,1811200.8693617126,1944235.4388212697,1910914.0987097668,2123485.806827927,2078094.5478937654,2078094.5478937658,2047668.4803277669
2012-06-30,2213522.0135048483,2213522.0135048493,2306040.311274481,2241543.9038766343,2336870.349620943,2098018.4306823984,2249552.1793732806,2213522.0135048483,2465370.065579183,2404844.2022610973,2404844.2022610977,2374636.104655927
2012-07-31,2408062.849825235,2408062.849825236,2509871.9867438264,2438547.511219934,2544081.581893693,2282407.9428445287,2449647.7880115076,2408062.849825235,2685216.088600969,2620637.5709772767,2620637.570977277,2588914.923823561
2012-08-31,2560399.106164018,2560399.106164019,2670604.9332325603,2592812.2558720224,2705029.021383868,2426795.1545173675,2602469.864067209,2560399.106164018,2857185.0023825094,2784133.607879241,2784133.607879242,2752447.949282813
2012-09-30,2682769.8643048177,2682769.8643048187,2800407.659110897,2716732.1571792806,2834312.167847441,2542780.496097386,2723510.736729109,2682769.8643048177,2996056.312428494,2913623.6603072956,2913623.6603072966,2882692.6964923176
2012-10-31,2471448.2939969455,2471448.2939969464,2580276.3399678916,2502735.3772935034,2611053.6219631336,2342485.8768658135,2509896.448226831,2471448.2939969455,2760545.659521719,2685098.16471291,2685098.164712911,2657063.3767983005
2012-11-30,2410141.172615968,2410141.172615969,2519339.0113361874,2440652.142937089,2546283.4296164587,2284377.8165908153,2448482.0563208354,2410141.172615968,2695350.983293255,2619396.781311818,2619396.781311819,2595209.758345115
2012-12-31,2687584.953784031,2687584.953784032,2811638.452928428,2721608.2074674983,2840514.053653031,2547344.33458648,2728032.9762742114,2687584.953784031,3009252.765550607,2919607.403027106,2919607.403027107,2895001.339916475
2013-01-31,2937736.9062010455,2937736.9062010464,3073751.6784251165,2974926.938848817,3104856.637870225,2778890.5659192866,2976351.614226871,2937736.9062010455,3289742.3755652704,3185319.3499359833,3185319.3499359842,3152600.7297374466
2013-02-28,3018630.021696074,3018630.021696075,3159922.336065399,3056844.1140704816,3190351.5389223243,2855409.710780018,3058759.630057393,3018630.021696074,3381968.1950034155,3273513.178534346,3273513.178534347,3241460.44932944
2013-03-31,3166960.8980720844,3166960.8980720853,3316292.603904765,3207052.773842103,3347120.5491066426,2989729.528240631,3206286.981937037,3166960.8980720844,3549326.5106613887,3431398.3299822942,3431398.329982295,3392126.501434362
2013-04-30,3206549.5762068527,3206549.5762068536,3359356.694788304,3247142.6221475834,3388961.3172944696,3021148.9849507865,3249664.6475758036,3206549.5762068527,3595416.6897270246,3477821.5129215163,3477821.5129215172,3432900.4486535024
2013-05-31,3621843.7817948954,3621843.7817948963,3792324.173277721,3667694.2120440155,3827880.4611622067,3405633.2718153456,3661637.9776788675,3621843.7817948954,4058808.5390326744,3918719.2216384644,3918719.2216384653,3858243.3308843505
2013-06-30,3537445.693895642,3537445.693895643,3701529.37832277,3582227.693645723,3738681.1993238586,3326273.4328158204,3574031.7657563146,3537445.693895642,3961633.6464397437,3824962.2343156496,3824962.2343156505,3763468.397975339
2013-07-31,3593985.6620549248,3593985.6620549257,3766998.4548865533,3639483.4213595656,3798437.5716694198,3372630.9471002794,3625086.942721454,3593985.6620549248,4031703.195618193,3879601.963749139,3879601.96374914,3815928.980771005
2013-08-31,3380636.208177453,3380636.208177454,3543782.8759779464,3423433.086418887,3572951.257979134,3172422.0435530096,3410572.997230999,3380636.208177453,3792802.38808356,3650027.13487745,3650027.13487745,3590531.770364237
2013-09-30,3745782.3205017955,3745782.3205017964,3930757.0402968954,3793201.737260047,3958869.5219227998,3515078.722861688,3777409.0933387475,3745782.3205017955,4206969.001181081,4042618.553947858,4042618.553947858,3980984.0946835713
2013-10-31,3720288.4357485576,3720288.4357485585,3908643.075407909,3767385.114705553,3931925.3632117626,3491155.009570263,3749981.216900914,3720288.4357485576,4183301.1010066005,4013264.9837512984,4013264.9837512984,3956774.0162756247
2013-11-30,4028676.236355186,4028676.236355187,4233974.6742007295,4079676.9267068156,4257856.492392354,3772966.5195951425,4055205.8156888736,4028676.236355186,4531493.561181647,4339919.201943422,4339919.201943422,4271590.147329817
2013-12-31,4616282.730082756,4616282.730082756,4851065.235630691,4674722.179420174,4878890.293792444,4314742.02153662,4641993.329376773,4616282.730082756,5191946.715382305,4967904.684085799,4967904.684085799,4879573.578027623
2014-01-31,4450517.367664658,4450517.367664658,4678879.469067782,4506858.322596304,4703694.998709413,4159804.636544424,4486999.813031347,4450517.367664658,5007661.555454221,4802029.17453108,4802029.17453108,4718674.8322299365
2014-02-28,5018424.114883946,5018424.114883946,5279938.517629701,5081954.44582011,5311198.224476415,4690615.086420738,5056576.581735769,5018424.114883946,5658723.505783376,5419033.02316895,5419033.02316895,5329018.164115102
2014-03-31,5318467.3863378465,5318467.3863378465,5594045.962837475,5385796.091795138,5628745.975210889,4971059.198974153,5359546.814728205,5318467.3863378465,5995365.152236308,5743720.222296235,5743720.222296235,5646725.908458532
2014-04-30,5584974.7772321915,5584974.7772321915,5874708.829586475,5655677.311359106,5910801.365990551,5220158.031260082,5630981.283029719,5584974.7772321915,6296162.891612781,6034611.166852857,6034611.166852857,5933054.291390098
2014-05-31,5984380.814982837,5984380.814982837,6295961.869399124,6060139.599281782,6333508.690993398,5582035.074986209,6036378.830472691,5984380.814982837,6747636.802613778,6469067.6906715315,6469067.6906715315,6348328.124564189
2014-06-30,7013464.4981028335,7013464.498102833,7381140.924702661,7102250.883607821,7422628.952124445,6528948.230428056,7071285.654548456,7013464.4981028335,7910667.068318507,7578156.839128435,7578156.839128435,7424489.0035723625
2014-07-31,7014550.342330846,7014550.342330844,7381780.234143328,7103350.474374508,7423778.144490953,6516992.255762003,7076024.20849853,7014550.342330846,7911352.241799426,7583235.0533786435,7583235.0533786435,7414205.745803635
2014-08-31,6971201.602603491,6971201.6026034895,7341298.660545603,7059452.96481237,7377900.445493801,6463979.18739007,7036805.208367526,6971201.602603491,7867966.502491443,7541204.827503444,7541204.827503444,7363762.287325492
2014-09-30,5901968.649534123,5901968.649534121,6215446.736337164,5976684.140550502,6246288.605246648,5460670.238740588,5956033.532051148,5901968.649534123,6661345.48417044,6382963.224914241,6382963.224914241,6219397.675460154
2014-10-31,4937795.062394965,4937795.062394964,5202214.617891129,5000304.673253716,5233036.709677378,4568575.452523035,4986310.884449102,4937795.062394965,5583074.832583098,5351062.524541717,5351062.524541717,5216082.57042959
